w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate
440010301003011,250056304001010,1,0,1,0,0,0,1,1,0,0,20160219
440010301003011,250056321001012,1,0,0,1,0,0,1,1,0,0,20160219
440010301003011,250056321002005,1,0,0,1,0,0,1,1,0,0,20160219
440010301003011,250056407002004,1,0,1,0,0,1,0,0,0,1,20160219
440010301003011,250056451032010,1,0,1,0,0,0,1,1,0,0,20160219
440010301003011,250092083004017,1,0,1,0,0,1,0,1,0,0,20160219
440010301003011,330150630011015,1,0,0,1,0,0,1,1,0,0,20160219
440010301003019,090012052001007,1,0,0,1,0,0,1,0,1,0,20160219
440010301003019,250056111011005,1,0,1,0,1,0,0,0,1,0,20160219
440010301003019,250056111011009,1,0,1,0,1,0,0,0,1,0,20160219
440010301003019,250056441021010,1,0,1,0,0,0,1,0,1,0,20160219
440010301003019,250056441021035,1,1,0,0,0,0,1,0,1,0,20160219
440010301003019,250056451012003,1,1,0,0,0,1,0,0,1,0,20160219
440010301003019,250214004002006,1,0,1,0,0,1,0,0,1,0,20160219
440010301003019,250235221022020,1,0,1,0,0,0,1,0,1,0,20160219
440010301003019,250235252032036,1,0,1,0,0,0,1,0,1,0,20160219
440010301004016,250056321003010,1,0,0,1,1,0,0,0,0,1,20160219
440010301004017,250056314001004,1,0,1,0,0,1,0,0,0,1,20160219
440010301004017,250056318003012,1,0,1,0,0,0,1,0,0,1,20160219
440010301004017,250056322003018,1,1,0,0,1,0,0,0,0,1,20160219
440010301004017,250056322003022,1,0,0,1,0,1,0,0,0,1,20160219
440010301004017,250056331002040,1,0,1,0,0,1,0,0,0,1,20160219
440010301004017,250056407003000,1,0,1,0,0,1,0,0,0,1,20160219
440010301004017,250173352005016,1,0,1,0,1,0,0,0,0,1,20160219
440010301004017,391559331004029,1,1,0,0,1,0,0,0,0,1,20160219
440010301004021,250056331001012,1,0,1,0,0,0,1,0,0,1,20160219
440010301004021,250056331002055,1,0,1,0,0,0,1,0,0,1,20160219
440010301004021,250056417004029,1,1,0,0,0,0,1,0,0,1,20160219
440010301004021,250056461014040,1,0,1,0,0,0,1,0,0,1,20160219
440010301004029,250056332001001,1,0,0,1,0,1,0,0,1,0,20160219
440010301004029,250214101001001,1,0,1,0,0,1,0,0,1,0,20160219
440010301004029,250214421032002,1,0,1,0,0,1,0,0,1,0,20160219
440010301004029,360050274023000,1,0,0,1,0,1,0,0,1,0,20160219
440010302001007,250056321005008,1,0,1,0,1,0,0,0,0,1,20160219
440010302001016,250056141022057,1,1,0,0,1,0,0,1,0,0,20160219
440010302001021,250056318004012,1,1,0,0,0,1,0,0,0,1,20160219
440010302001021,250056322002021,1,0,0,1,0,1,0,0,0,1,20160219
440010302001021,250056451022005,1,1,0,0,0,1,0,0,0,1,20160219
440010302001021,250056451031006,1,0,1,0,1,0,0,0,0,1,20160219
440010302001021,250056451032010,1,0,1,0,1,0,0,0,0,1,20160219
440010302001021,250056461031031,1,0,1,0,0,0,1,0,0,1,20160219
440010302001022,250056451021012,1,0,0,1,0,0,1,1,0,0,20160219
440010302001023,250056322003014,1,0,0,1,1,0,0,0,0,1,20160219
440010302001031,250056311003042,1,1,0,0,0,1,0,0,0,1,20160219
440010302001031,250056321004016,1,0,0,1,0,0,1,0,0,1,20160219
440010302001031,250056332001014,1,1,0,0,0,1,0,0,0,1,20160219
440010302001031,250056442005008,1,0,0,1,0,0,1,0,0,1,20160219
440010302001031,250056442005017,1,0,1,0,0,1,0,0,0,1,20160219
440010302001031,250056451031033,1,0,1,0,0,0,1,0,0,1,20160219
440010302001031,360930329024015,1,1,0,0,0,1,0,0,0,1,20160219
440010302002000,250056151002014,1,0,1,0,0,0,1,0,0,1,20160219
440010302002000,250056331001023,1,0,1,0,0,0,1,0,0,1,20160219
440010302002000,250056332002046,1,0,1,0,0,0,1,0,0,1,20160219
440010302002000,250056441013045,1,0,1,0,0,0,1,0,0,1,20160219
440010302002000,250056451032020,1,0,1,0,0,1,0,0,0,1,20160219
440010302002000,250056552002032,1,0,1,0,0,0,1,0,0,1,20160219
440010302002000,360910624061026,1,0,0,1,0,0,1,0,0,1,20160219
440010302002001,250056311004014,1,0,0,1,0,1,0,0,0,1,20160219
440010302002001,250056321002005,1,1,0,0,1,0,0,0,0,1,20160219
440010302002001,250056321005017,1,0,0,1,0,0,1,0,0,1,20160219
440010302002001,250056424001014,1,0,0,1,0,0,1,0,0,1,20160219
440010302002001,250056442002014,1,1,0,0,0,1,0,0,0,1,20160219
440010302002001,250056451031009,1,0,1,0,0,0,1,0,0,1,20160219
440010302002001,250056451031036,1,1,0,0,0,1,0,0,0,1,20160219
440010302002001,250056461042004,1,0,0,1,0,0,1,0,0,1,20160219
440010302002001,250056554004021,1,0,1,0,0,1,0,0,0,1,20160219
440010302002001,340390387007004,1,0,0,1,0,1,0,0,0,1,20160219
440010302002001,360270802012016,1,1,0,0,1,0,0,0,0,1,20160219
440010302002003,250056321004000,1,0,1,0,0,1,0,1,0,0,20160219
440010302002003,250056321006014,1,0,1,0,0,1,0,1,0,0,20160219
440010302002003,250056322005012,1,0,1,0,0,0,1,1,0,0,20160219
440010302002003,250056511002009,1,0,1,0,0,0,1,1,0,0,20160219
440010302002003,340311635002004,1,0,0,1,1,0,0,1,0,0,20160219
440010302002006,420710014002016,1,0,0,1,0,0,1,1,0,0,20160219
440010302002013,250056141021034,1,1,0,0,1,0,0,1,0,0,20160219
440010302002023,250056136001003,1,0,1,0,0,1,0,1,0,0,20160219
440010302002023,250056136002003,1,0,1,0,0,1,0,1,0,0,20160219
440010302002023,250056139011003,1,1,0,0,0,1,0,0,0,1,20160219
440010302002023,250056461031051,1,0,0,1,1,0,0,0,0,1,20160219
440010302003001,090034681011010,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,090118701004028,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,230110140002027,1,0,0,1,1,0,0,0,0,1,20160219
440010302003001,250010137004056,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250010143002013,1,1,0,0,1,0,0,0,0,1,20160219
440010302003001,250056102034028,1,0,1,0,0,1,0,0,0,1,20160219
440010302003001,250056151003015,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056303003001,1,0,1,0,0,1,0,0,0,1,20160219
440010302003001,250056311003020,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056311007023,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056313001001,1,0,0,1,0,0,1,0,0,1,20160219
440010302003001,250056313001022,1,0,0,1,0,0,1,0,0,1,20160219
440010302003001,250056321001009,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056321001012,2,1,1,0,0,0,2,0,0,2,20160219
440010302003001,250056321002005,2,1,0,1,1,0,1,0,0,2,20160219
440010302003001,250056321004000,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056321004007,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056321004011,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056321005000,1,1,0,0,1,0,0,0,0,1,20160219
440010302003001,250056321005025,1,0,0,1,0,0,1,0,0,1,20160219
440010302003001,250056321006021,1,1,0,0,1,0,0,0,0,1,20160219
440010302003001,250056322001001,1,0,0,1,1,0,0,0,0,1,20160219
440010302003001,250056322001019,1,0,0,1,1,0,0,0,0,1,20160219
440010302003001,250056322001022,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056322003014,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056322003026,1,0,0,1,1,0,0,0,0,1,20160219
440010302003001,250056322003036,1,0,0,1,1,0,0,0,0,1,20160219
440010302003001,250056322004026,1,0,0,1,1,0,0,0,0,1,20160219
440010302003001,250056322004030,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056322005001,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056322005008,1,1,0,0,0,0,1,0,0,1,20160219
440010302003001,250056322005013,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056322005015,1,1,0,0,0,0,1,0,0,1,20160219
440010302003001,250056322005017,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056331001006,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056331002027,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056331002037,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056331002042,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056332001001,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056332001014,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056332001030,1,0,0,1,0,0,1,0,0,1,20160219
440010302003001,250056332002014,1,0,1,0,0,1,0,0,0,1,20160219
440010302003001,250056332003010,1,0,0,1,0,0,1,0,0,1,20160219
440010302003001,250056332003030,1,0,1,0,0,1,0,0,0,1,20160219
440010302003001,250056401002015,1,0,0,1,1,0,0,0,0,1,20160219
440010302003001,250056401005002,1,0,0,1,1,0,0,0,0,1,20160219
440010302003001,250056404003018,1,0,0,1,0,1,0,0,0,1,20160219
440010302003001,250056411012006,1,1,0,0,0,0,1,0,0,1,20160219
440010302003001,250056424002016,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056425001000,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056425001026,2,0,2,0,0,1,1,0,0,2,20160219
440010302003001,250056425001046,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056425002096,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056441013039,1,1,0,0,0,0,1,0,0,1,20160219
440010302003001,250056451023008,1,0,0,1,0,1,0,0,0,1,20160219
440010302003001,250056451032014,1,0,1,0,0,1,0,0,0,1,20160219
440010302003001,250056461012000,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056461014015,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056508002006,1,0,0,1,1,0,0,0,0,1,20160219
440010302003001,250056521003011,1,1,0,0,1,0,0,0,0,1,20160219
440010302003001,250056524001007,1,0,0,1,0,0,1,0,0,1,20160219
440010302003001,250056532041001,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056532041004,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250056541003003,2,0,2,0,0,0,2,0,0,2,20160219
440010302003001,250056554002023,1,0,0,1,1,0,0,0,0,1,20160219
440010302003001,250056554003014,1,0,0,1,1,0,0,0,0,1,20160219
440010302003001,250056554004002,1,1,0,0,1,0,0,0,0,1,20160219
440010302003001,250214431024009,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250235021013012,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250251302003019,1,1,0,0,1,0,0,0,0,1,20160219
440010302003001,250277411023017,1,0,0,1,0,0,1,0,0,1,20160219
440010302003001,250277444003025,1,0,0,1,0,0,1,0,0,1,20160219
440010302003001,250277461003032,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,250277552004038,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,330110143001006,1,0,1,0,0,0,1,0,0,1,20160219
440010302003001,330150036012025,1,1,0,0,0,1,0,0,0,1,20160219
440010302003001,360270200051003,1,0,0,1,0,1,0,0,0,1,20160219
440010302003001,420710118022004,1,1,0,0,1,0,0,0,0,1,20160219
440010302003006,330039553003029,1,1,0,0,1,0,0,0,0,1,20160219
440010302003010,250056315002011,1,0,1,0,0,0,1,0,0,1,20160219
440010302003010,250214103001000,1,0,1,0,0,0,1,0,0,1,20160219
440010302003010,250235423006002,1,1,0,0,0,1,0,0,0,1,20160219
440010302003010,250277492001010,1,0,1,0,0,0,1,0,0,1,20160219
440010302003010,340410313011065,1,1,0,0,0,1,0,0,0,1,20160219
440010302003011,250010146001007,1,0,1,0,1,0,0,0,0,1,20160219
440010302003011,250056111011000,1,0,0,1,0,0,1,0,0,1,20160219
440010302003011,250056151005000,1,0,1,0,0,1,0,0,0,1,20160219
440010302003011,250056321001009,1,0,0,1,0,0,1,0,0,1,20160219
440010302003011,250056322004030,1,0,1,0,0,1,0,0,0,1,20160219
440010302003011,250056332001025,1,0,1,0,1,0,0,0,0,1,20160219
440010302003011,250056421001012,1,0,1,0,0,1,0,0,0,1,20160219
440010302003011,250056421001045,1,0,1,0,0,1,0,0,0,1,20160219
440010302003011,250056442001031,1,1,0,0,0,1,0,0,0,1,20160219
440010302003011,250056451032019,1,0,1,0,0,1,0,0,0,1,20160219
440010302003011,250056451032020,1,0,1,0,0,1,0,0,0,1,20160219
440010302003011,250056509002009,1,1,0,0,0,1,0,0,0,1,20160219
440010302003011,250056527004000,1,1,0,0,0,0,1,0,0,1,20160219
440010302003011,250173586004003,1,0,1,0,0,1,0,0,0,1,20160219
440010302003011,250173851001012,1,1,0,0,0,0,1,0,0,1,20160219
440010302003011,250235071041023,1,0,0,1,0,0,1,0,0,1,20160219
440010302003011,340030236022016,1,1,0,0,1,0,0,0,0,1,20160219
440010302003011,360010016002001,1,1,0,0,0,1,0,0,0,1,20160219
440010302003011,360050237031003,1,1,0,0,0,1,0,0,0,1,20160219
440010302003011,360830516001041,1,1,0,0,0,1,0,0,0,1,20160219
440010302003012,250056322004018,1,0,0,1,0,1,0,0,1,0,20160219
440010302003012,250056332001001,1,0,0,1,0,0,1,0,1,0,20160219
440010302003012,250056332002039,1,0,1,0,0,1,0,0,1,0,20160219
440010302003013,090012103001013,1,0,0,1,1,0,0,0,1,0,20160219
440010302003013,090091672011004,1,1,0,0,0,1,0,0,0,1,20160219
440010302003013,090117111002011,1,0,1,0,1,0,0,0,1,0,20160219
440010302003013,250056321001012,1,1,0,0,1,0,0,0,1,0,20160219
440010302003013,250056322001000,1,0,0,1,0,1,0,0,0,1,20160219
440010302003013,250056322003012,1,0,0,1,0,1,0,0,1,0,20160219
440010302003013,250056331001022,1,1,0,0,1,0,0,0,0,1,20160219
440010302003013,250056332001022,1,0,1,0,1,0,0,0,0,1,20160219
440010302003013,250056451012051,1,1,0,0,1,0,0,0,1,0,20160219
440010302003013,250056504001003,1,0,0,1,1,0,0,0,1,0,20160219
440010302003013,250214104001013,1,0,0,1,1,0,0,0,0,1,20160219
440010302003013,360610124002000,1,0,1,0,1,0,0,0,1,0,20160219
440010302003013,420293043003026,1,0,0,1,1,0,0,1,0,0,20160219
440010302003013,420293055001027,1,1,0,0,1,0,0,0,0,1,20160219
440010302003014,230010102001010,1,0,1,0,0,1,0,0,1,0,20160219
440010302003014,250056321005008,1,1,0,0,1,0,0,0,1,0,20160219
440010302003014,250056321006017,1,1,0,0,1,0,0,0,0,1,20160219
440010302003014,250056321006030,1,1,0,0,1,0,0,0,1,0,20160219
440010302003014,250056332001001,1,0,1,0,0,1,0,0,1,0,20160219
440010302003014,250056332001052,1,0,1,0,0,1,0,0,1,0,20160219
440010302003014,250056414002001,1,1,0,0,1,0,0,0,1,0,20160219
440010302003014,250173183004037,1,1,0,0,1,0,0,0,0,1,20160219
440010302003019,090117092003025,1,0,1,0,1,0,0,0,1,0,20160219
440010302003019,250056451021002,1,1,0,0,1,0,0,0,1,0,20160219
440010302003019,250056451031002,1,0,1,0,1,0,0,0,0,1,20160219
440010302003019,250056502021033,1,1,0,0,1,0,0,0,0,1,20160219
440010302003019,250235231001025,1,1,0,0,0,0,1,0,1,0,20160219
440010302003020,090075701001056,1,1,0,0,0,1,0,0,0,1,20160219
440010302003020,250056321001012,1,0,1,0,0,1,0,0,0,1,20160219
440010302003021,060133372005010,1,0,1,0,0,1,0,1,0,0,20160219
440010302003021,250056322005004,1,1,0,0,1,0,0,1,0,0,20160219
440010302003021,250056405004009,1,0,1,0,0,1,0,1,0,0,20160219
440010302003021,250056417002031,1,0,1,0,0,1,0,1,0,0,20160219
440010302003021,250056442004001,1,1,0,0,1,0,0,0,0,1,20160219
440010302003021,250173165003011,1,1,0,0,1,0,0,0,0,1,20160219
440010302003021,360595184003012,1,1,0,0,1,0,0,0,0,1,20160219
440010302003022,250056406003005,1,0,1,0,0,1,0,0,0,1,20160219
440010302003022,360290086006001,1,1,0,0,0,1,0,0,0,1,20160219
440010302003023,090091671001004,1,1,0,0,0,1,0,0,0,1,20160219
440010302003023,250010101001114,1,0,0,1,0,0,1,0,0,1,20160219
440010302003023,250010146002009,1,0,1,0,1,0,0,0,0,1,20160219
440010302003023,250056151003023,1,0,1,0,0,1,0,0,0,1,20160219
440010302003023,250056151004013,1,1,0,0,1,0,0,0,0,1,20160219
440010302003023,250056321006006,1,0,1,0,0,1,0,0,0,1,20160219
440010302003023,250056322004023,1,1,0,0,1,0,0,0,0,1,20160219
440010302003023,250056331002051,1,0,1,0,1,0,0,0,0,1,20160219
440010302003023,250056401005007,1,1,0,0,0,1,0,0,0,1,20160219
440010302003023,250056409012003,1,0,1,0,0,0,1,0,0,1,20160219
440010302003023,250056425002076,1,0,1,0,1,0,0,0,0,1,20160219
440010302003023,250056442002008,1,0,0,1,0,0,1,0,0,1,20160219
440010302003023,250056451011006,1,0,1,0,0,0,1,0,0,1,20160219
440010302003023,250056451022029,1,0,1,0,0,0,1,0,0,1,20160219
440010302003023,250056451032026,1,0,1,0,0,1,0,0,0,1,20160219
440010302003023,250056461014034,1,0,0,1,0,1,0,0,0,1,20160219
440010302003023,250056461033010,1,0,0,1,1,0,0,0,0,1,20160219
440010302003023,250056461041000,1,1,0,0,0,1,0,0,0,1,20160219
440010302003023,250056522003012,1,1,0,0,0,1,0,0,0,1,20160219
440010302003023,250214111002008,1,0,1,0,0,0,1,0,0,1,20160219
440010302003023,250235451004017,1,0,0,1,0,0,1,0,0,1,20160219
440010302003023,250235601006013,1,0,1,0,1,0,0,0,0,1,20160219
440010302003023,360810954002003,1,1,0,0,0,1,0,0,0,1,20160219
440010302003023,361190147014009,1,1,0,0,1,0,0,0,0,1,20160219
440010302003024,250250004011002,1,0,1,0,0,0,1,0,0,1,20160219
440010302003026,090117092003026,1,0,0,1,1,0,0,0,1,0,20160219
440010302003026,250010146001005,1,0,0,1,0,0,1,1,0,0,20160219
440010302003026,250056136001009,1,0,1,0,0,1,0,1,0,0,20160219
440010302003026,250056531012002,1,1,0,0,0,1,0,0,0,1,20160219
440010302003026,250056554003001,1,0,1,0,0,1,0,0,0,1,20160219
440010302003026,330199758005008,1,1,0,0,0,1,0,0,0,1,20160219
440010302003026,360595195002013,1,1,0,0,1,0,0,0,0,1,20160219
440010303001001,240037514003029,1,0,0,1,0,0,1,0,0,1,20160219
440010303001001,250056332001047,1,1,0,0,1,0,0,0,0,1,20160219
440010303001004,250056318002001,1,0,0,1,0,1,0,0,0,1,20160219
440010303001004,250056522001004,1,0,0,1,0,1,0,0,0,1,20160219
440010303001005,250056461012052,1,0,1,0,0,0,1,1,0,0,20160219
440010303001006,250056554004062,1,0,1,0,0,1,0,0,0,1,20160219
440010303001012,250056461032010,1,0,1,0,0,1,0,0,0,1,20160219
440010303001017,360471502003013,1,0,1,0,0,1,0,0,0,1,20160219
440010303001019,250056451032009,1,1,0,0,0,0,1,1,0,0,20160219
440010303001019,250056461014014,1,0,1,0,0,0,1,1,0,0,20160219
440010303001019,291694702873001,1,1,0,0,0,1,0,1,0,0,20160219
440010303001024,250010138001031,1,0,0,1,0,1,0,0,0,1,20160219
440010303001024,250056318004018,1,0,1,0,1,0,0,0,0,1,20160219
440010303001024,250056321001011,1,1,0,0,1,0,0,0,0,1,20160219
440010303001024,250056322003021,1,1,0,0,1,0,0,0,0,1,20160219
440010303001024,250056407002005,1,0,1,0,0,1,0,0,0,1,20160219
440010303001024,250056413002010,1,0,0,1,0,1,0,0,0,1,20160219
440010303001024,250056451032014,1,1,0,0,1,0,0,0,0,1,20160219
440010303001024,250056525001000,1,0,1,0,0,1,0,0,0,1,20160219
440010303001024,250056531022022,1,0,0,1,0,0,1,0,0,1,20160219
440010303001024,250079900000016,1,0,0,1,0,1,0,0,0,1,20160219
440010303001028,250056151003014,1,1,0,0,1,0,0,0,0,1,20160219
440010303001028,250056304001003,1,0,0,1,0,0,1,0,1,0,20160219
440010303001028,250056321001012,1,1,0,0,1,0,0,0,0,1,20160219
440010303001028,250056321004012,1,0,1,0,0,0,1,0,0,1,20160219
440010303001028,250056451031009,2,1,1,0,1,1,0,0,0,2,20160219
440010303001028,250056451033017,1,0,1,0,0,1,0,0,0,1,20160219
440010303001028,250056554001005,1,0,1,0,0,1,0,0,0,1,20160219
440010303002009,250056451031063,1,0,1,0,0,1,0,0,0,1,20160219
440010303002010,250056304001003,1,0,0,1,0,0,1,0,1,0,20160219
440010303002013,361031585113008,1,0,1,0,1,0,0,0,0,1,20160219
440010303002015,250056406003007,1,0,0,1,0,0,1,0,0,1,20160219
440010303002015,250056451013003,1,0,1,0,0,0,1,0,0,1,20160219
440010303002015,250056461033003,1,0,1,0,0,1,0,0,0,1,20160219
440010303002015,250056528003007,1,0,0,1,0,0,1,0,0,1,20160219
440010303002015,360430105011026,1,1,0,0,0,0,1,0,1,0,20160219
440010303002020,250056531022007,1,0,0,1,0,0,1,0,0,1,20160219
440010303002026,250056412001009,1,0,1,0,0,1,0,1,0,0,20160219
440010303002026,250056461014000,1,0,1,0,0,0,1,1,0,0,20160219
440010303002027,250056321001012,1,0,1,0,0,0,1,0,0,1,20160219
440010303002027,250056321002009,1,0,1,0,0,0,1,0,0,1,20160219
440010303002027,250056411011024,1,0,1,0,1,0,0,0,0,1,20160219
440010303002027,250056553003024,1,1,0,0,0,0,1,1,0,0,20160219
440010303002027,250214133002062,1,0,0,1,0,1,0,1,0,0,20160219
440010303003000,250056522002022,1,0,0,1,0,1,0,1,0,0,20160219
440010303003000,250214113022008,1,0,0,1,0,1,0,1,0,0,20160219
440010303003008,250056502012009,1,1,0,0,1,0,0,0,0,1,20160219
440010303003012,090034304002022,1,0,1,0,0,1,0,0,0,1,20160219
440010303003012,250056332001025,1,1,0,0,1,0,0,0,0,1,20160219
440010303003012,250056532032049,1,0,0,1,1,0,0,0,0,1,20160219
440010303003024,250056322002019,1,0,1,0,0,0,1,0,0,1,20160219
440010304001001,250056502021067,1,0,1,0,0,0,1,0,0,1,20160219
440010304001002,090135331012005,1,1,0,0,0,1,0,0,0,1,20160219
440010304001002,250056304002012,1,0,0,1,0,0,1,0,0,1,20160219
440010304001002,250056332002033,1,0,0,1,0,0,1,0,0,1,20160219
440010304001002,250056420003021,1,0,1,0,0,1,0,0,0,1,20160219
440010304001002,250056451012035,1,0,1,0,1,0,0,0,0,1,20160219
440010304001002,250056451031006,1,0,1,0,0,0,1,0,0,1,20160219
440010304001002,250214101001001,1,1,0,0,0,1,0,0,0,1,20160219
440010304001004,090138812001020,1,1,0,0,1,0,0,0,0,1,20160219
440010304001004,230110109001010,1,0,1,0,1,0,0,0,1,0,20160219
440010304001004,240338004081022,1,1,0,0,1,0,0,0,1,0,20160219
440010304001004,250056102032012,1,0,1,0,0,1,0,0,0,1,20160219
440010304001004,250056311006007,1,0,1,0,0,1,0,0,0,1,20160219
440010304001004,250056315001013,1,1,0,0,1,0,0,0,1,0,20160219
440010304001004,250056321001012,1,1,0,0,1,0,0,0,0,1,20160219
440010304001004,250056322005004,1,0,0,1,0,1,0,0,0,1,20160219
440010304001004,250056331001008,1,0,1,0,0,0,1,0,1,0,20160219
440010304001004,250056332001035,1,0,0,1,1,0,0,0,1,0,20160219
440010304001004,250056406001002,1,1,0,0,0,1,0,0,1,0,20160219
440010304001004,250056406004008,1,1,0,0,0,1,0,0,1,0,20160219
440010304001004,250056407003003,1,0,1,0,1,0,0,0,1,0,20160219
440010304001004,250056410003000,1,1,0,0,1,0,0,0,1,0,20160219
440010304001004,250056412001009,1,0,1,0,0,1,0,0,0,1,20160219
440010304001004,250056441012042,1,0,1,0,0,0,1,0,1,0,20160219
440010304001004,250056451031006,1,0,1,0,0,0,1,0,1,0,20160219
440010304001004,250056461031000,1,0,1,0,0,0,1,0,1,0,20160219
440010304001004,250056501012012,1,0,1,0,0,0,1,0,1,0,20160219
440010304001004,250056501021007,1,0,1,0,0,1,0,0,1,0,20160219
440010304001004,250056506001005,1,0,0,1,0,0,1,0,1,0,20160219
440010304001004,250056510011045,1,0,1,0,0,0,1,0,1,0,20160219
440010304001004,250056514001002,1,0,0,1,0,1,0,0,1,0,20160219
440010304001004,250056531012007,1,0,1,0,0,0,1,0,1,0,20160219
440010304001004,250056532041014,1,0,1,0,0,0,1,0,1,0,20160219
440010304001004,250056551001001,1,0,1,0,0,0,1,0,1,0,20160219
440010304001004,250056551001010,1,0,1,0,0,0,1,0,1,0,20160219
440010304001004,250059855001005,1,0,0,1,0,0,1,0,1,0,20160219
440010304001004,250059855001029,1,1,0,0,0,1,0,0,0,1,20160219
440010304001004,250173549003032,1,1,0,0,0,0,1,0,0,1,20160219
440010304001004,250199505002057,1,1,0,0,1,0,0,0,0,1,20160219
440010304001004,250214011003018,1,1,0,0,0,0,1,0,1,0,20160219
440010304001004,250214061011007,1,0,0,1,0,0,1,0,0,1,20160219
440010304001004,250235011012014,1,0,0,1,1,0,0,0,1,0,20160219
440010304001004,250235105022011,1,1,0,0,1,0,0,0,1,0,20160219
440010304001004,250235113013014,1,1,0,0,1,0,0,0,1,0,20160219
440010304001004,250277461003035,1,1,0,0,0,1,0,0,0,1,20160219
440010304001004,250277531003043,1,0,1,0,0,0,1,0,1,0,20160219
440010304001004,330150039012006,1,0,1,0,1,0,0,0,0,1,20160219
